Date,Ticker,Close,Daily Return,RSI,MA50,MA200,RollingVol20,MACD,MACD_Signal,MACD_Hist,Panic,Momentum,Volatility,RSI_Overbought,RSI_Oversold,MarketRegime,PrimarySignal,PatternBase,BaseScore,PatternKey,ScoreAdjustment,FinalScore,Future Close 5D,Future Return 5D,Success
2019-03-07,META,169.1300048828125,-0.0195930075453657,59.72223733718087,153.69879913330078,165.75634941101077,0.0138106042902268,3.6941546859543166,3.596282156794814,0.0978725291595026,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,170.1699981689453,0.0061490761905518025,True
2019-03-14,META,170.1699981689453,-0.0184576168793174,64.74359462029615,157.70039947509767,165.41179946899413,0.0134392434112889,3.803439099413879,3.773657762175033,0.0297813372388464,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,166.0800018310547,-0.02403476747898924,False
2019-03-15,META,165.97999572753906,-0.0246224509989498,52.30196499568942,158.3063995361328,165.31299942016602,0.0146901624357265,3.2627621697743905,3.671478643694905,-0.408716473920514,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,164.33999633789062,-0.009880705096176431,False
2019-03-18,META,160.47000122070312,-0.0331967384544384,44.70485543885799,158.8809994506836,165.17699943542482,0.0164305986985912,2.3624286925055458,3.409668653457033,-1.047239960951487,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,166.2899932861328,0.036268411672940266,True
2019-03-22,META,164.33999633789062,-0.0104769115726172,45.451817770375136,160.7743997192383,164.60419944763183,0.016991632460125,1.106534159094224,2.2047660195861885,-1.0982318604919643,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,166.69000244140625,0.014299660191569578,True
2019-03-27,META,165.8699951171875,-0.0107943561405891,44.55576235839498,162.10339935302736,164.2602993774414,0.0169330753779521,0.9799498027130652,1.63413734764515,-0.6541875449320846,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,173.5399932861328,0.046241022455727705,True
2019-05-07,META,189.77000427246097,-0.0211986822098325,66.06724579944311,175.2027993774414,161.68559936523437,0.0164323801174068,5.755743744334893,5.646238538110291,0.1095052062246022,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,180.72999572753903,-0.04763665669703417,False
2019-05-13,META,181.5399932861328,-0.0361049335455986,46.894056305213155,177.1507989501953,161.16084922790526,0.0184751523516685,3.4174728551165856,4.856344239499567,-1.4388713843829812,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,182.72000122070312,0.006499988863117629,True
2019-05-20,META,182.72000122070312,-0.0139233771644031,31.636887208860628,178.59359924316405,161.4386993408203,0.019725880567446,1.406777532022204,2.8933924468746843,-1.4866149148524803,PANIC,,,,,BULL,PANIC,PANIC|BULL|,58,,0.0,58.0,184.30999755859375,0.008701818778832573,True
2019-05-23,META,180.8699951171875,-0.0240125838072405,27.4133833398014,179.26659942626952,161.49454940795897,0.0150076769995915,0.5967235343784694,1.925686412837064,-1.3289628784585945,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,177.47000122070312,-0.01879799849765841,False
2019-05-29,META,182.19000244140625,-0.0115023338140598,38.49767679763429,180.28539947509765,161.47194946289062,0.0151232740183314,0.0163152432849358,1.0527145703611978,-1.036399327076262,PANIC,,,,,BULL,PANIC,PANIC|BULL|,58,,0.0,58.0,168.1699981689453,-0.076952654287218,False
2019-05-31,META,177.47000122070312,-0.030271534082396,35.354364768371596,180.95479919433595,161.47279945373535,0.0164269167041563,-0.577267412158676,0.5472190560392719,-1.124486468197948,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,173.35000610351562,-0.02321516362680271,False
2019-06-03,META,164.14999389648438,-0.0750549796168305,30.07106192799243,180.91619903564452,161.387999420166,0.0222523966120485,-2.031347389004395,0.0315057670305384,-2.0628531560349335,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,174.82000732421875,0.0650016072157947,True
2019-06-12,META,175.0399932861328,-0.0171814301657253,38.99356746030838,181.71999969482425,161.31609954833985,0.0240381530814134,-2.776104165341849,-2.5424612849216084,-0.2336428804202404,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,187.47999572753903,0.07106948650912542,True
2019-06-25,META,188.83999633789065,-0.0195223761498951,77.65584098211463,183.70899963378903,161.95289962768555,0.0249469356130477,2.6345370904154493,0.86957288466995,1.7649642057454993,PANIC,,VOLATILE,OVERBOUGHT,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,195.0,0.03262022760838904,True
2019-07-17,META,201.8000030517578,-0.0100078165364136,77.0260046977959,186.786799621582,164.48924957275392,0.0109584630409946,5.320312629425274,4.798075723997127,0.522236905428147,PANIC,,,OVERBOUGHT,,BULL,PANIC,PANIC|BULL|,58,,0.0,58.0,204.66000366210935,0.014172450778496763,True
2019-07-19,META,198.36000061035156,-0.0120529842796016,61.046994690871045,187.18339965820311,164.8504495239258,0.0113275819513174,4.555158467817932,4.786869364388375,-0.2317108965704424,PANIC,,,,,BULL,PANIC,PANIC|BULL|,58,,0.0,58.0,199.75,0.0070074580831388615,True
2019-07-25,META,200.7100067138672,-0.0193002876847571,57.30263236135875,188.5992004394531,165.7109996032715,0.0118351107344463,4.001575429693986,4.46311034114218,-0.4615349114481937,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,192.72999572753903,-0.039758909468347946,False
2019-07-29,META,195.94000244140625,-0.0190738300805695,44.584290061666955,189.04780029296876,166.1136996459961,0.0122105442606095,2.961975086311867,4.0267319841726446,-1.0647568978607778,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,181.72999572753903,-0.07252223403496469,False
2019-07-31,META,194.22999572753903,-0.0142610518389189,37.96423103118608,189.51279998779296,166.5463995361328,0.0125104767659188,1.8970311958043735,3.3575644916947027,-1.460533295890329,PANIC,,,,,BULL,PANIC,PANIC|BULL|,58,,0.0,58.0,185.1499938964844,-0.04674871045042821,False
2019-08-02,META,189.02000427246097,-0.0192496836886919,24.924207110526837,189.74499969482423,166.9188494873047,0.0129640219965091,0.4828451204415955,2.4499227043969523,-1.9670775839553567,PANIC,,VOLATILE,,OVERSOLD,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,187.8500061035156,-0.006189811355939276,False
2019-08-05,META,181.72999572753903,-0.0385673917053447,20.048757034609807,189.76219970703124,167.0335994720459,0.0153524653986847,-0.7273398048701551,1.8144702025435309,-2.541810007413686,PANIC,,VOLATILE,,OVERSOLD,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,185.3699951171875,0.0200297115238245,True
2019-08-09,META,187.8500061035156,-0.0121476520514709,31.06516035509333,190.10419982910156,167.6560994720459,0.0153950892633674,-2.042628838885463,-0.366779108893667,-1.675849729991796,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,183.6999969482422,-0.02209214277579809,False
2019-08-12,META,185.3699951171875,-0.0132020809462283,29.102088970919695,190.26219970703124,167.8109994506836,0.0155260394396526,-2.323736187913852,-0.758170524697704,-1.565565663216148,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,186.1699981689453,0.004315709515189151,True
2019-08-14,META,179.7100067138672,-0.0463782986251543,27.282562261602052,190.99239990234375,168.16684951782227,0.018789503290983,-2.9024225860903243,-1.429201255039134,-1.4732213310511904,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,183.5500030517578,0.02136773799137761,True
2019-08-20,META,183.80999755859375,-0.0126765893192409,38.76186579835954,192.0243994140625,168.92084953308105,0.0191620292540222,-3.0079535737098126,-2.3965696913629757,-0.6113838823468369,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,181.3000030517578,-0.013655375334172548,False
2019-08-23,META,177.75,-0.0235662131638828,45.01503518274812,192.27899932861328,169.38364952087403,0.0190106146244424,-3.4480354680645746,-2.793137102718693,-0.6548983653458817,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,185.6699981689453,0.04455695172402426,True
2019-09-03,META,182.38999938964844,-0.017665744663348,41.29810224710139,191.6807995605469,170.4788494873047,0.0177500163536901,-2.3504636024237016,-2.7934397432923492,0.4429761408686476,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,186.1699981689453,0.020724813816252522,True
2019-09-06,META,187.4900054931641,-0.0178626951930096,55.57190658259451,191.6093994140625,171.16849945068358,0.0183607424617849,-0.9238999760197828,-2.0488561791144515,1.1249562030946687,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,187.19000244140625,-0.0016001015679141311,False
2019-09-10,META,186.1699981689453,-0.013721108355917,53.57143351958868,191.45799926757812,171.7232494354248,0.0182391257843,-0.5356200619414153,-1.5134544075838334,0.977834345642418,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,188.0800018310547,0.010259460068190404,True
2019-09-23,META,186.82000732421875,-0.0163743772521035,58.02247869100338,189.5995999145508,174.02064956665038,0.0129772429601904,0.3755130260897488,-0.0344796495138892,0.409992675603638,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,178.0800018310547,-0.04678302724823326,False
2019-09-24,META,181.27999877929688,-0.0296542571872797,39.68308975667049,189.14699981689452,174.2288995361328,0.0144972861106253,-0.1655262730927233,-0.0606889742296561,-0.1048372988630672,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,175.80999755859375,-0.030174322912273916,False
2019-09-26,META,180.11000061035156,-0.0147155492149778,35.49527481412342,188.29239990234376,174.64709953308105,0.0149500487896994,-0.9111816935458704,-0.2956816375025143,-0.6155000560433562,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,179.3800048828125,-0.004053054939011016,False
2019-09-27,META,177.10000610351562,-0.0167119787720602,28.550432304160765,187.81880004882817,174.82219955444336,0.014489857023902,-1.489483259055561,-0.5344419618131236,-0.9550412972424372,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,180.4499969482422,0.01891581439454316,True
2019-10-01,META,175.80999755859375,-0.0127471038247994,25.156728425289614,186.88299987792968,175.14409957885744,0.0143440217484827,-2.2878810832218903,-1.0952059627056812,-1.1926751205162092,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,177.75,0.011034653707674891,True
2019-10-08,META,177.75,-0.0107412775737573,33.29043790150051,184.65179962158203,176.1306495666504,0.0129796402548932,-2.3657493682631525,-2.004869670058158,-0.3608796982049944,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,188.88999938964844,0.06267228911194621,True
2019-10-18,META,185.8500061035156,-0.0238457550327597,62.52015533189967,184.00100036621097,178.29369972229003,0.0163686460182508,0.7231391373055374,-0.5256850220629589,1.248824159368496,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,187.88999938964844,0.010976557541766213,True
2019-10-22,META,182.33999633789065,-0.0391020150913735,59.95369770780503,183.9786001586914,178.77419967651366,0.0176654488865747,0.7475595744151917,-0.0148321912991912,0.762391765714383,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,189.30999755859375,0.03822530087028808,True
2019-11-06,META,191.5500030517578,-0.0142548588310787,51.720054374190006,185.6548001098633,181.2061496734619,0.0164220341661602,2.442706135703844,1.8063167513074008,0.6363893843964432,PANIC,,,,,BULL,PANIC,PANIC|BULL|,58,,0.0,58.0,193.19000244140625,0.00856172990613475,True
2019-12-12,META,196.75,-0.0272421371328064,46.89475112875066,192.0729995727539,185.72589965820313,0.0094384526960839,2.179395367885462,2.654798075829291,-0.4754027079438288,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,206.05999755859375,0.04731892024698221,True
2019-12-13,META,194.11000061035156,-0.013418040099865,38.65056119376205,192.3675994873047,185.8850496673584,0.009971372302227,1.588203206280781,2.441479101919589,-0.853275895638808,PANIC,,,,,BULL,PANIC,PANIC|BULL|,58,,0.0,58.0,206.3000030517578,0.06279945599441814,True
2019-12-30,META,204.41000366210935,-0.0177318708946636,55.10816215233585,196.54179931640624,187.58199966430664,0.0121492245272028,2.8217178583998077,2.5414274329566924,0.2802904254431153,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,213.05999755859375,0.042316881471138185,True
2020-01-14,META,219.05999755859375,-0.0128430717700097,70.92266508030937,201.84039978027343,190.0416497039795,0.0116281648726679,5.271282112767295,4.24094204561172,1.0303400671555751,PANIC,,,,,BULL,PANIC,PANIC|BULL|,58,,0.0,58.0,221.32000732421875,0.010316852875069064,True
2020-01-27,META,214.8699951171875,-0.0140864792595574,54.936900749598195,206.25719970703125,191.85104972839355,0.0111493175553087,4.099672221835647,4.854965022909035,-0.7552928010733879,PANIC,,,,,BULL,PANIC,PANIC|BULL|,58,,0.0,58.0,204.19000244140625,-0.049704439514491126,False
2020-01-30,META,209.52999877929688,-0.0613716669374645,38.856417393381406,207.6393994140625,192.4224996948242,0.0186867922265773,2.9141394629724573,4.183388012638666,-1.2692485496662087,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,210.8500061035156,0.006299848861303712,True
2020-01-31,META,201.91000366210935,-0.0363670842436927,32.71989075584696,207.729599609375,192.5376997375488,0.0197882236683606,1.472149507884751,3.641140311687883,-2.168990803803132,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,212.3300018310547,0.051607141696569485,True
2020-02-11,META,207.19000244140625,-0.0275509020203249,36.70742567691327,209.19399993896485,193.427449798584,0.0205302784118621,-0.4373812659601412,0.6782427533731775,-1.115624019333319,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,217.4900054931641,0.04971283812147598,True
2020-02-20,META,214.5800018310547,-0.0133799420139371,56.56356237919789,210.96739959716797,194.05174980163576,0.0215445326646316,0.7536008144850541,0.4356321262034473,0.3179686882816068,PANIC,,,,,BULL,PANIC,PANIC|BULL|,58,,0.0,58.0,189.75,-0.11571442641054733,False
2020-02-21,META,210.17999267578125,-0.0205052153869291,61.73048087045659,211.14419952392575,194.1537997436523,0.0219393388896499,0.4108782611941421,0.4306813532015863,-0.0198030920074441,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,192.47000122070312,-0.08426107180618825,False
2020-02-24,META,200.72000122070312,-0.0450090007837753,45.91090994615728,211.1411996459961,194.2096997833252,0.0239393026395394,-0.6169621261048803,0.221152657340293,-0.8381147834451733,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,196.44000244140625,-0.021323230137841476,False
2020-02-25,META,196.77000427246097,-0.0196791397181136,33.9715259092353,211.0313998413086,194.25029983520508,0.0240975572114313,-1.730318743066675,-0.1691416227411006,-1.5611771203255749,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,185.88999938964844,-0.05529300526795407,False
2020-02-27,META,189.75,-0.0377788897745142,27.83611667465938,210.9531997680664,194.33564987182615,0.0238107412288888,-3.754937588280768,-1.2670120039992934,-2.4879255842814745,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,185.1699981689453,-0.02413703204771904,False
2020-03-03,META,185.88999938964844,-0.0537059810661764,31.236781965163388,210.47299987792968,194.4396998596191,0.0228267173713362,-5.531989526100773,-3.061066642148318,-2.470922883952455,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,178.19000244140625,-0.04142233026803148,False
2020-03-05,META,185.1699981689453,-0.0343658558962655,27.896312567195807,209.76439971923827,194.48424980163577,0.0240414002769019,-6.333216967682404,-4.141413858755339,-2.191803108927065,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,154.47000122070312,-0.16579358023340335,False
2020-03-06,META,181.08999633789065,-0.0220338168785428,25.049014058060223,209.26259979248047,194.4655997467041,0.0241862851279184,-7.064565739134537,-4.726044234831178,-2.3385215043033583,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,170.27999877929688,-0.059694062494891835,False
2020-03-09,META,169.5,-0.0640013063795374,17.487874416111822,208.55019989013672,194.386499710083,0.0270211762651079,-8.481610031595324,-5.477157394184007,-3.0044526374113163,PANIC,,VOLATILE,,OVERSOLD,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,146.00999450683594,-0.13858410320450773,False
2020-03-11,META,170.24000549316406,-0.0446152805394138,24.72063535035889,207.20100006103516,194.31899978637696,0.0310695607110024,-9.586816056467228,-6.831056555779035,-2.7557595006881934,PANIC,,VOLATILE,,OVERSOLD,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,146.9600067138672,-0.136748108717793,False
2020-03-12,META,154.47000122070312,-0.092633950679085,21.883514435554005,206.20220001220704,194.1697998046875,0.0355231549257284,-11.350491180966714,-7.734943480816571,-3.6155477001501426,PANIC,,VOLATILE,,OVERSOLD,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,153.1300048828125,-0.008674799814211626,False
2020-03-16,META,146.00999450683594,-0.1425299767820514,29.815486834773026,204.22739990234376,193.92524978637695,0.0527096383318694,-13.141703937994606,-9.393383210144178,-3.748320727850429,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,148.10000610351562,0.014314168038557366,True
2020-03-18,META,146.9600067138672,-0.0164636024978174,32.70831861161662,201.7295999145508,193.69904983520507,0.0528205920626733,-14.9397760626602,-11.26054367479282,-3.6792323878673816,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,156.2100067138672,0.06294229434821581,True
2020-03-20,META,149.72999572753906,-0.0222034157046844,31.55358720136985,199.22119995117188,193.5349998474121,0.0545121066852054,-14.990915082593574,-12.59079575420586,-2.4001193283877136,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,156.7899932861328,0.04715152447770518,True
2020-03-23,META,148.10000610351562,-0.0108861929508733,33.94511113868384,197.81720001220705,193.4338498687744,0.0540677121734496,-15.012204530536138,-13.075077509471916,-1.9371270210642209,PANIC,,,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|,65,,0.0,65.0,165.9499969482422,0.12052660438278562,True
2020-03-25,META,156.2100067138672,-0.0296309426032359,38.216146851967615,195.3616000366211,193.2789498138428,0.0586501529372742,-13.12728162221643,-13.20636056791048,0.0790789456940519,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,159.60000610351562,0.021701550758255604,True
2020-03-27,META,156.7899932861328,-0.040100423647667,44.74315080380352,192.96,193.11389976501465,0.0598017241425009,-11.251061147595069,-12.599575552072702,1.3485144044776352,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,154.17999267578125,-0.016646474405981125,False
2020-04-01,META,159.60000610351562,-0.0431654485402379,52.42691183914296,189.5,192.83659980773925,0.0603895587550902,-8.204664028161602,-10.751661375946613,2.546997347785009,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,174.27999877929688,0.09197990046604317,True
2020-04-03,META,154.17999267578125,-0.0253493248861306,55.75109113363828,186.92579986572267,192.518699798584,0.0601087863821642,-7.790609504531744,-9.6941064086241,1.9034969040923553,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,174.7899932861328,0.1336749357206903,True
2020-04-21,META,170.8000030517578,-0.0417414845832216,53.94010719621476,178.64040008544922,191.54089988708495,0.0372342450624169,1.0341098703584066,-1.0251548722808983,2.059264742639306,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,182.91000366210935,0.07090164165091858,True
2020-04-27,META,187.5,-0.0135213722585639,72.57764132106311,176.6570004272461,191.2711499786377,0.0318662123043685,3.9005053619341368,1.3945507785080151,2.5059545834261217,PANIC,,,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|,65,,0.0,65.0,205.2599945068359,0.09471997070312485,True
2020-04-28,META,182.91000366210935,-0.0244799804687501,64.10255783251958,176.03160064697266,191.1613500213623,0.0305255055297376,3.880022186485888,1.89164506010359,1.9883771263822985,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,207.07000732421875,0.13208683603079638,True
2020-05-01,META,202.27000427246097,-0.0119193120090935,70.38575744239245,175.0576007080078,191.11945007324215,0.0323446334978553,7.02861676353254,3.964397887839956,3.064218875692584,PANIC,,,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|,65,,0.0,65.0,212.3500061035156,0.04983438778928736,True
2020-05-12,META,210.1000061035156,-0.0144478219255308,76.15646028180842,176.74080078125,191.41319999694824,0.0276639123834493,10.264298244324324,8.564685683336418,1.6996125609879051,PANIC,,,OVERBOUGHT,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,216.8800048828125,0.03227034070601797,True
2020-05-13,META,205.1000061035156,-0.0237981906461084,68.04627333012324,177.12500091552735,191.4590000152588,0.0284157063096,9.634391700313728,8.77862688673188,0.8557648135818479,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,229.97000122070312,0.12125789554894233,True
2020-05-26,META,232.1999969482422,-0.0115363614644746,76.90002401030974,184.63560119628903,192.76730018615723,0.0243961541299176,12.152690108784952,10.462195236681202,1.6904948721037505,PANIC,,,OVERBOUGHT,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,232.72000122070312,0.002239467180427429,True
2020-05-27,META,229.13999938964844,-0.0131782842326041,71.36655651858453,186.2982012939453,192.97375015258788,0.0236499541313832,11.991410467535474,10.768038282852055,1.2233721846834165,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,230.16000366210935,0.00445144573264317,True
2020-05-28,META,225.4600067138672,-0.0160600187029044,64.41333555534769,187.81900146484375,193.17420021057129,0.0212522870935346,11.434836854613453,10.901397997204336,0.5334388574091147,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,226.2899932861328,0.0036813028809981655,True
2020-06-03,META,230.16000366210935,-0.0110003332122964,75.15053580332523,194.25820129394532,194.10135025024417,0.0189891386239512,10.29761081766199,10.727764341530014,-0.4301535238680234,PANIC,,,OVERBOUGHT,,BULL,PANIC,PANIC|BULL|,58,,0.0,58.0,236.72999572753903,0.028545324821400708,True
2020-06-04,META,226.2899932861328,-0.0168144348036158,68.73796257400792,195.5644012451172,194.30195022583007,0.0196257309443834,9.557905292276018,10.493792531679215,-0.935887239403197,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,224.42999267578125,-0.008219544237644132,False
2020-06-11,META,224.42999267578125,-0.0519579405810249,43.55793943773008,202.6226010131836,195.57440017700196,0.023381049392029,7.922639886781184,9.312968107524556,-1.3903282207433725,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,235.94000244140625,0.051285523955137,True
2020-06-24,META,234.02000427246097,-0.0339332935696085,57.30762794991635,214.8964010620117,197.83185020446777,0.020517056109804,6.22453406429446,7.020803931822621,-0.796269867528161,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,237.5500030517578,0.015084175347621128,True
2020-06-26,META,216.0800018310547,-0.0831635754151169,38.90498728618298,216.8672009277344,198.2173501586914,0.0277964722453321,3.8489230568146127,6.192107128829142,-2.3431840720145294,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,240.27999877929688,0.11199554212871263,True
2020-07-02,META,233.4199981689453,-0.0173858338444754,53.50826160358459,221.02960083007812,199.0659501647949,0.0299555503900247,2.6011279553983115,4.021691755151034,-1.4205637997527223,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,245.07000732421875,0.04991007302999533,True
2020-07-13,META,239.0,-0.0247684626547889,49.85491875530798,227.20520050048827,200.73685020446777,0.0272707048633686,4.471549098815615,4.181126984285339,0.2904221145302754,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,245.4199981689453,0.026861917024875785,True
2020-07-21,META,241.75,-0.0149539491334317,67.30314477715773,231.2744000244141,202.66215003967284,0.0272236622263306,3.8687797990984336,4.0358503176843605,-0.1670705185859269,PANIC,,,,,BULL,PANIC,PANIC|BULL|,58,,0.0,58.0,230.1199951171875,-0.04810756931876939,False
2020-07-23,META,232.6000061035156,-0.0303080383610304,48.890703576195435,232.2582000732422,203.22385009765625,0.0269163711804698,2.6247117488013316,3.670908536606013,-1.0461967878046816,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,234.5,0.008168503209921825,True
2020-07-28,META,230.1199951171875,-0.0144753956437365,30.694196101261284,233.68899993896488,204.0073500823975,0.0187394378423191,0.5896546120902144,2.4215160961307527,-1.8318614840405385,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,249.8300018310547,0.08565099570695697,True
